Name,Year,Event,Image,Image caption,Display Year (if different)
Ōishi Yoshino,2008,Recieves the Nihon University Award; Publishes ＜不発弾＞と生きる: 祈りを織るラオス ( <i>Living with Unexploded Bombs: Laos Weaving Prayers</i> ) (Fujiwara shoten),,,
Ishiuchi Miyako,1953,"Ishiuchi's family moves from Gunma Prefecture to the Oppamahon-chō neighborhood in Yokosuka, a city in Kanagawa Prefecture known for its United States Naval Base",,,
Ishiuchi Miyako,1964,Becomes interested in design upon seeing Kamekura Yūsaku's design for the 1964 Tokyo Olympics posters,,,
Ishiuchi Miyako,1966,Enters Tama Art University (Tamabi) to study design,,,
Ishiuchi Miyako,1967,Transfers to the textiles department at Tamabi,,,
Ishiuchi Miyako,1969,"Participates in student protests with the Bijutsu Kyōtō Kaigi (Artists Joint Struggle Council, also known as Bikyōtō); Establishes the Kakumei-teki Shokunin Dō-mei (Revolutionary Craftsmen's Association)",,,
Ishiuchi Miyako,1970,"Forms a <i>ūman ribu</i> (women's liberation) group, the Shisō Shūdan Esuiekusu (Thought Group S E X) with Mori Setsuko and Yonezu Tomoko and later quits; Drops out of Tamabi; Moves to Tokyo and begins working part-time jobs",,,
Ishiuchi Miyako,1975,"Receives a camera and darkroom equipment from her boyfriend Fujisaki Kōichi; Begins using a Pentax SV camera with a 28mm lens; Sets up a darkroom at her parents' home in Kanazawa Hakkei and photographs in the region; Participates in the group exhibition 「写真効果・3」 ( <i>Photographic Effect 3</i> ) at Gallery Shimizu in Tokyo, where Araki Nobuyoshi and Tōmatsu Shōmei praise her work, encouraging her to continue pursuing photography; Adopts her mother's maiden name, Ishiuchi Miyako, as her professional name (she was born Fujikura Yōko)",,,
Ishiuchi Miyako,1976,"Buys a Nikon F2 camera and a 200mm lens; Decides to start photographing Yokosuka after she visits the Tōhoku region and is uninspired; Organizes and participates in the exhibition 百花繚乱 ( <i>Riot of Flowers</i> ) at Gallery Shimizu in Tokyo, featuring the work of ten women photographers",,,
Ishiuchi Miyako,1977,"Araki Nobuyoshi introduces Ishiuchi to Miki Jun, photographer and director of the Nikon Salon, where she exhibits work from Yokosuka Story; Participates in the group exhibition <i>Photography Today '77</i> at the Kanagawa Kenmin Gallery (Yokohama)",,,
Ishiuchi Miyako,1978,Her father gives her the money that had been saved for her wedding so that she can produce photobooks; Publishes the photobook アパート ( <i>Apartment</i> ) (Shashin tsūshinsha); Holds exhibition of the Apartment series at the Nikon Salon (Tokyo),,,
Ishiuchi Miyako,1979,"Awarded the 4th Kimura Ihei Award for Apartment and holds a solo exhibition at Nikon Salon (Tokyo); Publishes the photobook 絶唱・横須賀ストーリー ( <i>Yokosuka Story</i> ) (Shashin tsūshinsha); Participates in the group exhibit <i>Japan: A Self-Portrait</i> held at the International Center of Photography in New York; Travels to New York, California, Arizona, and Mexico for More Magazine; Photographs in color for the first time",,,
Ishiuchi Miyako,1980,Holds a solo exhibit of work from <i>Endless Night</i> at Nikon Salon (Tokyo); Participates in the group exhibition <i>Photo-Session '80</i> at Konishiroku Gallery (Tokyo),,,
Ishiuchi Miyako,1981,"Publishes the photobooks 連夜の街 ( <i>Endless Night</i> ) (Asahi sonorama) and 水道橋・東京歯科大学 ( <i>Suidōbashi</i> ) (Issei shuppan); Rents the 2nd New Yokosuka cabaret where she prints new photographs of Yokosuka and exhibits them alongside works from Yokosuka Story in the exhibit, From Yokosuka",,,
Ishiuchi Miyako,1982,Holds solo exhibition <i>Suidōbashi</i> at Nikon Salon (Tokyo); Her work appears in Asahi Camera and Camerart,,,
Ishiuchi Miyako,1983,Invited to make photographs for the magazine <i>Camera Mainichi</i>,,,
Ishiuchi Miyako,1984,"Invited to participate in the Polaroid Corporation's project to have famous photographers produce work with a 20x24 Polaroid camera, for which she creates the series Dōkyūsei, portraits of her classmates from Yokosuka City Second High School; Her work appears in <i>Camera Mainichi</i> and <i>Mainichi Graph</i> ; Holds solo exhibit <i>Tokyo Bay Cities</i> at Nikon Salon; Participates in the group exhibit <i>DuMont Foto 5: Die Japanische Photographie at the Museum für Kunst und Gewerbe</i> (Hamburg)",,,
Ishiuchi Miyako,1985,"Holds solo exhibits at Nikon Salon (Tokyo) and Space de Aupa (Nagoya); Participates in the group exhibit <i>Paris, New York, Tokyo</i> at the Tsukuba Museum of Photography",,,
Ishiuchi Miyako,1986,"Travels to Guam for a commission by All Nippon Airways; The series Dōkyūsei is published in The Works with Polaroid 20x24, 1983-1986 (Seikyūsha); Holds solo show <i>Tokyo Bay Cities</i> at Saikaya Salon (Yokosuka); Exhibits work from <i>Dōkyūsei</i> in World of Super-Image at the Yūrakucho Seibu Art Forum (Tokyo)",,,
Ishiuchi Miyako,1987,Begins working on the series <i>1947</i> by photographing Araki Yōko; Participates in the group exhibit <i>Japanese Women Photographers</i> at Lehigh University Art Gallery (Pennsylvania),,,
Ishiuchi Miyako,1988,Holds a solo exhibit <i>From Yokosuka: Third Position at Room 801</i> in Tokyo with new work made in Yokosuka,,,
Ishiuchi Miyako,1989,"Photographs EM Club in Yokosuka before it is demolished; Participates in the group exhibit <i>The Hitachi Collection of Contemporary Japanese Photography</i> at the Center for Creative Photography, The University of Arizona",,,
Ishiuchi Miyako,1990,Stops photographing Yokosuka; Publishes the photobook <i>1・9・4・7</i> (Inter Press Corporation); Work appears in <i>Asahi Camera</i> and <i>Asahi Graph</i> ; Participates in the group exhibit Women's Perspective in Germany and Japan at the Kawasaki City Museum,,,
Ishiuchi Miyako,1991,"Begins to photograph the Butoh dancer Ohno Kazuo; Holds solo exhibit at Past Rays Photo Gallery (Yokohama); Participates in multiple group exhibits, including Unknown Self: Self-Portraits of Contemporary Women at the Tokyo Metropolitan Museum of Photography (Tokyo)",,,
Ishiuchi Miyako,1992,"Holds a solo exhibit <i>Interior 2</i> at Gallery Te (Tokyo); Participates in multiple group exhibits, including <i>So oder so nicht sein: Symposion über Fotografie 13</i> at Forum Stadtpark (Graz, Austria)",,,
Ishiuchi Miyako,1993,"Publishes a compilation of essays in the book モノクローム ( <i>Monochrome</i> ) (Chikuma shobō); Holds a solo exhibit <i>Interior 3</i> at Gallery Te (Tokyo); Participates in multiple group exhibits, including <i>Changing I: Dense Cities</i> (Shedhalle Zurich)",,,
Ishiuchi Miyako,1994,"Travels to New York and meets Robert Frank; Publishes the photobook <i>1906・to the skin</i> (Kawade shobō shinsha); Holds multiple solo exhibits including work from <i>1947</i> at Laurence Miller Gallery (New York); Participates in multiple group exhibits, including, <i>Japanese Art after 1945: Scream Against the Sky</i> at the Guggenheim Museum (New York)",,,
Ishiuchi Miyako,1995,"Quits office job to become a full-time photographer; Publishes the photobooks さわる <i>ChromosomeXY</i> (Shinchōsha) and 手・足・肉・体：Hiromi 1955 ( <i>Head, Foot, Flesh, Body: Hiromi 1955)</i> ) (Chikuma shobō); Holds three solo exhibitions; Participates in numerous group exhibitions, including <i>Objects, Faces, and Anti-Narratives: Rethinking Modernism</i> at the Tokyo Metropolitan Museum of Photography (Tokyo)",,,
Ishiuchi Miyako,1996,"Begins collaboration with photographer Narahashi Asako and publishes the first issue of the photo magazine <i>Main</i> , which runs for 10 issues until 2000; Holds solo exhibition of work from <i>Chromosone XY</i> at Third Gallery Aya in Osaka; Participates in numerous group exhibitions, including <i>Prospect '96: Photographie in der Gegenwartskunst</i> at the Frankfurter Kunstverein and Schirn Kunsthalle in Frankfurt and in the Yokohama Museum of Art Collection: Contemporary Photography at the Yokohama Museum of Art",,,
Ishiuchi Miyako,1997,"Holds multiple solo exhibitions, including <i>1・9・4・7</i> at Zeit Foto Salon (Tokyo); Participates in numerous group exhibitions, including <i>Lust und Leere: Japanische Photographie der Gegenwart at Kunsthalle Wien</i> (Vienna) and <i>Surface Exposed: Photography in Art of the '90s</i> at the Museum of Contemporary Art (Tokyo)",,,
Ishiuchi Miyako,1998,"Publishes the photobook <i>Yokosuka Again, 1980-1990</i> (Sokyūsha); Holds solo exhibition of <i>Yokosuka Again</i> at Gallery Verita (Tokyo); Participates in eight group exhibitions, including <i>Art in the Ruins: AIR</i> at Gallery Yamaguchi (Tokyo), <i>Women Photographers' Eyes, 1945-1997: Tokyo Month of Photography</i> at the Tokyo Metropolitan Museum of Photography, and <i>An Incomplete History: Women Photographers from Japan, 1864-1997</i> at the Visual Studies Workshop (Rochester, New York)",,,
Ishiuchi Miyako,1999,"Photographs her mother for the first time for the series <i>Body and Air</i> ; Awarded the 11th 写真の会 (Society of Photography) Award and the 15th Domestic Photographer Award at the Higashikawa International Photo Festival; Begins working on the series <i>Innocence</i> and <i>Mother's</i> ; Publishes the book <i>Miyako Ishiuchi: Textured Time in Monochrome</i> (National Musuem of Modern Art, Tokyo); Holds three solo exhibitions, including <i>Ishiuchi Miyako: Time Textured in Monochrome</i> at the National Film Center at the National Museum of Modern Art, Tokyo; Participates in seven group exhibitions",,,
Ishiuchi Miyako,2000,"Her mother passes away; Publishes 爪 ( <i>Nail)</i> (Heibonsha); Holds a solo exhibition of work from <i>1・9・4・7</i> at Gallery RAKU in Kyoto and Third Gallery Aya in Osaka; Participates in four group exhibitions, including <i>Vestiges</i> at Sepia International in New York",,,
Ishiuchi Miyako,2001,"Publishes a revised edition of <i>Endless Night</i> entitled, <i>Endless Night 2001</i> 連夜の街 (Wides shuppan); Holds two solo exhibitions, including <i>Endless Night 2001</i> at Taka Ishii Gallery in Tokyo; Participates in multiple group exhibitions, including <i>Global Visions</i> at the Museum of Contemporary Art, Tokyo",,,
Ishiuchi Miyako,2002,"Publishes the photobook <i>Mother's</i> (Sokyūsha); Holds multiple solo exhibitions, including <i>Works of Ishiuchi Miyako</i> at Photographers' Gallery in Tokyo; Participates in numerous group exhibitions, including <i>The Unfinished Century: Legacies of Twentieth-Century Art</i> at the National Museum of Modern Art, Tokyo",,,
Ishiuchi Miyako,2003,"Awarded the 15th 写真の会 (Society of Photography) Award; Holds a solo exhibition of work from <i>Mother's</i> at Sepia International in New York; Participates in numerous group exhibitions, including <i>The History of Japanese Photography</i> at the Museum of Fine Arts, Houston and <i>Permanent Exhibition: Ishiuchi Miyako, Shiraoka Jun, and Kakimoto Hiromi</i> at Third Gallery Aya in Osaka",,,
Ishiuchi Miyako,2004,"Participates in five group exhibitions, including <i>Out of the Ordinary/Extraordinary: Japanese Contemporary Photography</i> at the Japanisches Kulturinstitut in Cologne",,,
Ishiuchi Miyako,2005,"Represents Japan in the Japan Pavilion at the Venice Biennale with the exhibition, <i>Ishiuchi Miyako: Mother's 2000-2005: Traces of the Future</i> ; Creates the short film <i>Mother's</i> ; Publishes a book of essays entitled, キズアト ( <i>Scars</i> ) (Nihon bunkyō shuppan); Publishes the photobooks 薔薇のパルファム ( <i>Le Parfum de la Rose</i> ) (Kyūryūdō) and <i>SCARS</i> (Sokyūsha) and the catalogue マザーズ 2000-2005 未来の刻印 ( <i>Ishiuchi Miyako: Mother's 2000-20005: Traces of the Future</i> ) (Japan Foundation and Tankōsha); Holds four solo exhibitions, including <i>Mother's</i> at Third Gallery Aya in Osaka and Timeless Encounters in the Photography of Ishiuchi Miyako at the House of Shiseido in Tokyo; Participates in eight group exhibitions",,,
Ishiuchi Miyako,2006,"Awarded the Photographic Society of Japan Lifetime Achievement Award; Holds two solo exhibitions, including <i>Ishiuchi Miyako: Mother's</i> at the Tokyo Metropolitan Museum of Photography; Participates in thirteen group exhibitions",,,
Ishiuchi Miyako,2007,"Publishes <i>Club & Courts: Yokosuka Yokohama</i> (Sokyūsha) and <i>Innocence</i> (Akaaka Art Publishing); Holds two solo exhibitions, including <i>Mother's</i> at the Art Gallery of New South Wales in Sydney; Participates in five group exhibitions, including <i>Vital Signs: Reality of Nine Contemporary Artists</i> at the Yokosuka Museum of Art",,,
Ishiuchi Miyako,2008,"Makes a short film, <i>Strings of Time</i> ; Publishes the photobook ひろしま/ <i>hiroshima</i> (Shueisha); Publishes the exhibition catalogues <i>Ishiuchi Miyako: Photographs, 1976-2005</i> (Cinubia) and <i>Hiroshima/Yokosuka: Ishiuchi Miyako</i> (Meguro Museum of Art); Holds five solo exhibitions, including the retrospective <i>Ishiuchi Miyako: Photographs, 1976-2005</i> that travels to Prague, Amsterdam, France, and London; Participates in six group exhibitions",,,
Ishiuchi Miyako,2009,"Receives the 15th Mainichi Art Award; Publishes <i>Infinity ∞</i> (Kyūryūdō) and <i>One Days</i> (Rat Hole Gallery); Holds two solo exhibitions, including <i>Ishiuchi Miyako Infinity ∞</i> at the Museum of Modern Art in Gunma; Participates in three group exhibitions, including <i>Dress Codes: The Third ICP Triennial of Photography</i> and <i>Video</i> at the International Center of Photography in New York",,,
Ishiuchi Miyako,2010,"Interviewed for Linda Hoaglund's film, <i>ANPO: Art X War</i> ; Publishes <i>Sweet Home Yokosuka, 1976-1980</i> (PPP Editions) and <i>Tokyo Bay Blues</i> (Sokyūsha); Holds four solo exhibitions, including ひろしま/ <i>hiroshima</i> at Third Gallery Aya in Osaka; Participates in six group exhibitions, including <i>Pictures by Women: A History of Modern Photography</i> at the Museum of Modern Art in New York",,,
Ishiuchi Miyako,2011,Receives the 60th Kanagawa Culture Award; Holds two solo exhibitions of the work ひろしま/ <i>hiroshima</i> at Hokuto Bunka Hall Gallery in Nagano and the Museum of Anthropology at the University of British Columbia; Participates in the group exhibition <i>Skin</i> at Fondation Claude Verdan--Museé de la Main in Lausanne,,,
Ishiuchi Miyako,2012,"Invited to Casa Azul in Mexico to photograph Frida Kahlo's belongings; Publishes 絹の夢 ( <i>From Cocoons</i> ) (Seigensha); Holds two solo exhibitions, including ひろしま/ <i>hiroshima</i> via Vancouver at the Embassy of Canada Prince Takamado Gallery in Tokyo; Participates in the group exhibition <i>The Body as Protest</i> at the Albertina in Vienna",,,
Ishiuchi Miyako,2013,"Receives the Purple Ribbon Award from the Japanese government; Linda Hoaglund makes the film <i>Things Left Behind</i> about Ishiuchi and the ひろしま/ <i>hiroshima</i> project; Publishes the photobook <i>Frida by Ishiuchi</i> (RM) and <i>sa・bo・ten/cactus</i> (Daiwa Press); Holds two solo exhibitions at Gallery G in Hiroshima and Michael Hoppen Gallery in London; Participates in six group exhibitions, including <i>Step Out: Seven Women Artists</i> at Takaoka Art Museum",,,
Ishiuchi Miyako,2014,"Receives the Hasselblad Award; Tadasuke Kotani makes the film The Legacy of Frida Kahlo about the project Frida by Ishiuchi; Publishes the photobook From ひろしま/ <i>hiroshima</i> (Kyūryūdō) and the exhibition catalogues <i>Ishiuchi Miyako Hasselblad Award 2014</i> (Kehrer Verlag) and <i>Ishiuchi Miyako: Here and Now: Atomic Bomb Artifacts</i> , ひろしま/ <i>Hiroshima 1945/2007</i> (PPP Editions); Holds four solo exhibitions, including <i>Ishiuchi Miyako: The Fabric of Photography</i> at the Hasselblad Center in Sweden; Participates in six group exhibitions, including <i>Photography Is _______.</i> at Art Institute of Chicago",,,
Ishiuchi Miyako,2015,"The J. Paul Getty Museum in Los Angeles holds the retrospective exhibition, <i>Ishiuchi Miyako: Postwar Shadows</i> and publishes a catalogue of the same name; Holds the solo exhibition <i>Frida by Ishiuchi</i> at Michael Hoppen Gallery in London; Publishes <i>Belongings</i> (Case Publishing, FAPA); Participates in twelve group exhibitions, including <i>For a New World to Come: Experiments in Japanese Art and Photography, 1968-1979</i> at the Museum of Fine Arts, Houston and <i>Beyond Hiroshima: The Return of the Repressed--Wartime Memory, Performativity, and the Fictional in Contemporary Japanese Photography and Video Art</i> at Tel Aviv University Gallery",,,
Ishiuchi Miyako,2016,"Publishes four books, including 幼き衣へ ( <i>Childhood Garments</i> ) (Sokyūsha), フリーダ 愛と痛み ( <i>Frida Love and Pain</i> ) (Iwanami shoten), 写真関係 About Photography ( <i>Chikuma shobo</i> ), and From Yokosuka ( <i>Super Labo</i> ); Holds three solo exhibitions, including <i>Childhood Garmets</i> at Iwami Art Museum; Receives the Avon Awards to Women; Participates in thirteen group exhibitions, including <i>Eyes of Six Women</i> at Zeit Foto Salon in Tokyo",,,
Ishiuchi Miyako,2017,"Publishes yokohama 互楽荘 (Y <i>okohama Gorakuso</i> ) (Sokyūsha) and 肌理と写真 ( <i>Grain and Image</i> ) (Kyūryūdō); Holds two solo exhibitions, including <i>Grain and Image</i> at the Yokohama Museum of Art; Participates in sixteen group exhibitions, including <i>Okinawa Where the Photographers Looked, 1972-2017</i> at the Okinawa Prefectural Museum & Art Museum",,,
Ishiuchi Miyako,2018,"Publishes <i>Beginnings: 1975</i> (Sokyūsha); Holds a solo exhibition at the Michael Hoppen Gallery in London; Participates in six group exhibitions, including <i>VII Bienal de Arte Contemporáneo at Fundación ONCE</i> in Madrid",,,
Ishiuchi Miyako,2019,"Publishes 都とちひろーふたりの女の物語 ( <i>The Story of Two Women: Miyako and Chihiro</i> ) (Kyūryūdō), an exhibition catalogue that accompanies a show of the same name at Chihiro Art Museum; Holds three solo exhibitions, including <i>Fabric of Memory-From ひろしま/hiroshima</i> at Irie Taikichi Memorial Museum of Photography; Participates in eleven group exhibitions, including <i>Emancipation of Humanity: Focusing on Works by Female Artists-Primarily from the Museum Collection</i> at The National Museum of Modern Art in Tokyo and <i>Feel The Sun in Your Mouth: Recent Acquisitions at the Hirshhorn Museum and Sculpture Garden</i> in Washington D.C.",,,
Ishiuchi Miyako,2020,"Holds the solo exhibition Spirits Rising-ひろしま/hiroshima at the Portland Japanese Garden Gallery in Portland, Oregon; Participates in nine group exhibitions, including <i>DOMANI: The Art of Tomorrow 2020 -Landscapes in Our Age: Scarred and Reborn</i> at The National Art Center in Tokyo and <i>Hasselblad Award 40 Years</i> at the Hasselblad Center in Sweden",,,
Ishiuchi Miyako,2021,"Publishes <i>Moving Away</i> (Sokyūsha); Holds the solo exhibition <i>Seen and Unseen-Tracing Photography</i> at the Otani Memorial Art Museum; Participates in eight group exhibitions, including <i>The Seventieth Anniversary of the Hiroshima Panels</i> at the Okawa Museum of Art",,,
Matsumoto Michiko,1971,Attends and photographs a <i>ūman ribu</i> (Women's Liberation) training camp in Nagano and publishes the photographs in <i>Asahi Graph</i> and <i>Shukan Bunshun;</i> She continues to photograph ribu protests and demonstrations until 1977,,,
Matsumoto Michiko,1972,Her photographs from the Nagano <i>ribu</i> training camp appear on posters for the Ribu Conference,,,
Matsumoto Michiko,1974,"Photographs Witch Concerts, events organized for women by the women of the Three Points cafe, a gathering center for the <i>ūman ribu</i> movement; Begins traveling to New York, Los Angeles, and Paris to photograph protests and make portraits of key women in feminist movements, the arts, and publishing",,,
Matsumoto Michiko,1976,Photographs Witch Concerts,,,
Matsumoto Michiko,1977,Photographs Witch Concerts,,,
Matsumoto Michiko,1978,"Publishes のびやかな女たち/ <i>Women Come Alive</i> , a collection of feminist photographs of the 1970s",,,
Matsumoto Michiko,2013,Publishes the photobook 日本のバラ ( <i>Japanese Roses</i> ) (Tankōsha),,,
Matsumoto Michiko,2015,Publishes the photobook 東京桜100花 ( <i>100 Cherry Blossoms in Tokyo</i> ) (Tankōsha),,,
Matsumoto Michiko,2016,"Publishes the photobook 更紗 ( <i>Chintz</i> ) (Tankōsha); Holds a solo exhibition of portrait photographs at The Museum of Contemporary Art Karuizawa, Nagano",,,
Takeda Hana,1970,"After graduating from high school, her father buys her a Pentax SV camera, and she starts making photographs",,,
Takeda Hana,1974,Graduates from Tōyō University,,,
Takeda Hana,1979,"Publishes her first photobook うちの猫・よその猫 ( <i>Indoor Cat, Outdoor Cat</i> ) (Shinya sosho)",,,
Takeda Hana,1980,Publishes the photobook 猫町横丁 駄猫・雑猫グラフィティー ( <i>Cat Town Yoko-chō</i> ) (Izara shobo),,,
Takeda Hana,1982,Publishes the photobook 猫のいた場所 ( <i>Places with Cats</i> ) (Shuppan shinsha),,,
Takeda Hana,1987,"Begins traveling to run-down towns, such as Soka, Ashikaga, Tatebayashi, and Kiryū, among others, to photograph for the project 眠そうな町 ( <i>Sleepy Town</i> ); Publishes the photobook 猫・陽あたる場所 ( <i>Cats in the Sun</i> ) (Gendai shokan)",,,
Takeda Hana,1990,Awarded the 15th Kimura Ihei Award; Publishes the photobook 眠そうな町 ( <i>Sleepy Town</i> ) (IPC),,,
Takeda Hana,1996,Publishes the photobook 猫 TOKYO WILD CATS (Chuokoronsha),,,
Takeda Hana,2001,Publishes the photobook SEASIDE BOUND (Chuokoronsha),,,
Takeda Hana,2007,Publishes the photobook 猫・大通り( <i>Cat Boulevard</i> ) (Gendai shokan),,,
Ushio Sayuri,1980,Graduates from Beauty Arts Kobe,,,
Ushio Sayuri,1985,"Opens her own hair salon, TICK TOCK Club",,,
Ushio Sayuri,2000,Participates in the Tada Photo Collection 2000 Grand Prix; Places as a finalist as an entry from the Kansai region for JHA 2000,,,
Ushio Sayuri,2001,Places as a finalist for JHA 2001; Awarded two awards at the Milbon Photo Collection,,,
Ushio Sayuri,2003,Participates in the Arimino Photo Collection 2003; Places as a finalist for JHA 2003,,,
Ushio Sayuri,2005,Participates in the Arimino Photo Collection 2005,,,
Ushio Sayuri,2009,"Her photograph and text work, <i>Live & Move,</i> is serialized in News Hair Magazine",,,
Ushio Sayuri,2010,Publishes the photobook 日本の美容氏達へ ( <i>For Japanese Hairdressers</i> ) (Parade),,,
Ushio Sayuri,2011,Opens the Step Bone Cut Academy,,,
Ushio Sayuri,2018,Publishes the book 人生を変える髪の魔法：女性は髪型で10歳若返る( <i>The Magic of Life-Changing Hair: Look Ten Years Younger Through Hairstyles</i> ) (Jiyūkokuminsha),,,
Takada Kyōko,1978,"Begins her career in the pharmaceutical industry, working in the medical research division of Fujisawa Pharmaceutical Company",,,
Takada Kyōko,1991,Begins working in commercial photo design and as a freelance photographer,,,
Takada Kyōko,,Graduates from the Sōzōsha College of Design with a degree in illustration,,,
Takada Kyōko,,Studies with photography professor Takada Seizō and Western art professor Hasegawa Masaki at Osaka Geijutsu Daigaku,,,
Takada Kyōko,2005,"Publishes two photobooks: チュニジアドア ( <i>Tunisian Door</i> ) (Sairyūsha), and アナザー ニュートラルイスラム世界を旅する人へ ( <i>Another Neutral: The Islamic World for Travelers</i> ) (Byakuya Shobō",,,
Takada Kyōko,2011,"Publishes two photobooks: 私の愛するチュニジア ( <i>My Beloved Tunisia</i> ) (Tōhō Shuppan), and 私の愛するエジプト ( <i>My Beloved Egypt</i> ) (Tōhō Shuppan)",,,
Orisaku Mineko,1981,Graduates from the Kyoto Bunkyo Junior College; Participates in the Miss Universe pageant,,,
Orisaku Mineko,1982,Joins the Ōtake Studio,,,
Orisaku Mineko,1985,Selected for the Nika Art Exhibition,,,
Orisaku Mineko,1986,Selected for the Nika Art Exhibition; Apprentices with photographer Ōtake Shōji,,,
Orisaku Mineko,1987,Begins independent freelance work,,,
Orisaku Mineko,1991,Publishes <i>BOSTON in the time</i> (Mitsumura Insatsu),,,
Orisaku Mineko,1994,Publishes <i>Dimensions</i> (Kōdansha),,,
Orisaku Mineko,1996,Publishes <i>Turkey</i> (Hashimoto Kakubundō),,,
Orisaku Mineko,2003,Publishes <i>MAGYAR</i> (Kōdansha),,,
Orisaku Mineko,2004,Joins Osaka Geijutsu Daigaku as professor in the photography department,,,
Orisaku Mineko,2005,Publishes 光彩上海 ( <i>Colors of Shanghai</i> ) (Asahi shimbunsha),,,
Orisaku Mineko,2006,Publishes <i>MY SWITZERLAND</i> (Seiryū shuppan),,,
Orisaku Mineko,2007,Becomes director of photography department at Osaka Geijutsu Daigaku,,,
Orisaku Mineko,2010,Publishes SWISS 光と風 ( <i>SWISS Light and Wind</i> ) (Kōdansha),,,
Ogata Hidemi,1983,Begins studying photography with the fashion photographer Izimi Kaoru,,,
Ogata Hidemi,1985,"Travels to the United States of America, largely based in NYC, where she lives and works for approximately five years",,,
Ogata Hidemi,1989,"Holds first solo exhibition, <i>My Fabulous Friends</i> , at Tokyo Designers Space Photo Gallery (Tokyo)",,,
Ogata Hidemi,1992,Participates in the Kobe Fashion Festival,,,
Ogata Hidemi,1995,Publishes <i>Blankey Jet City</i> (Little More),,,
Ogata Hidemi,1999,Publishes 氷 ( <i>Ice</i> ) (Kōrinsha),,,
Ogata Hidemi,2000,Publishes <i>Diamond Cat</i> (Shinkō Music),,,
Ogata Hidemi,2002,Publishes <i>Silver Wolf - MASATO</i> (ASCII),,,
Ogata Hidemi,2003,"Publishes アイアムアーサー! ―不良牧師からの伝言 ( <i>I Am Arthur! Messages From a Bad Pastor</i> ) (Geibunsha), with Arthur Hollands",,,
Ogata Hidemi,2011,Publishes 写真集 横綱白鵬 ( <i>Yokozuna Hakuhō Photobook</i> ) (Grace),,,
Takahashi Junko,1985,Graduates from Musashino Art University,,,
Takahashi Junko,1989,Holds first solo exhibition at Kobayashi Gallery (Tokyo),,,
Takahashi Junko,1990,"Holds two solo exhibitions, ジョーンズ氏の肖像 ( <i>Portrait of Mr. Jones</i> ) at Kaneko Art G1 (Tokyo), and ポリ=プラ=スクラップ ( <i>Poly=Pla=Scrap</i> ) at Mole (Tokyo)",,,
Takahashi Junko,1992,Awarded the 5th Canon New Cosmos Award of Excellence for 記憶の絵 ( <i>Pictures of Recollection</i> ),,,
Takahashi Junko,1993,Holds solo exhibition <i>Ontology</i> at Gallery+1 (Tokyo),,,
Takahashi Junko,1995,Holds solo exhibition <i>Heart Beat</i> at Konica Plaza (Tokyo),,,
Takahashi Junko,1996,"Publishes her first photobook, a hybrid analogue and CD-ROM photobook, entitled <i>Another Sight</i> (Inner Brain); Holds a solo exhibition of the <i>Another Sight</i> series at Mole gallery (Tokyo)",,,
Takahashi Junko,1998,"Publishes three photobooks: スクールダズ ( School Days ) (Shinchosha), <i>Y's Eyes</i> (Yomiuri TV), and <i>Trans Body Bondage</i> (Wailea Press)",,,
Takahashi Junko,2002,Participates in the group exhibition 写真新世紀１０周年記念展 Featuring Power ( <i>Featuring Power: 10th Anniversary of New Cosmos of Photography</i> ) at the Tokyo Metropolitan Museum of Photography (Tokyo); Holds solo exhibition <i>cool & heat</i> at Sho-ART (Tokyo),,,2002-2003
Takahashi Junko,2006,Publishes <i>The Receptionist</i> (Nazraeli Press),,,
Takahashi Junko,2008,"Participates in the group exhibition 日本の新進作家展 vol.7「オン・ユア・ボディ」( <i>On Your Body: Contemporary Japanese Photography Vol.7</i> ) at the Tokyo Metropolitan Museum of Photography (Tokyo); Holds two solo exhibitions, <i>The Receptionist—Tokyo Mid</i> at LOTUSROOT Gallery (Tokyo), and <i>wreck</i> at moriokashoten (Tokyo)",,,
Takahashi Junko,2011,"Holds solo exhibition <i>LOST WORLD</i> at Three Shadows Art Photography Center (Beijing, China)",,,
Takahashi Junko,2012,Holds solo exhibition <i>Fade Out Changdian / LOST WORLD</i> at Shinjuku Nikon Salon (Tokyo),,,
Onodera Yuki,1991,Graduates from Kuwazawa Design School; Awarded the 1st New Cosmos of Photography Award,,,
Onodera Yuki,1992,Participates in the group exhibition 第1回・写真新世紀 ( <i>The 1st New Cosmos of Photography</i> ) at P-3 Art and Environment Gallery (Tokyo),,,
Onodera Yuki,1993,Moves to Paris and establishes her own studio; Holds her first solo exhibition 白と玉 ( <i>White and Sphere</i> ) at Gallery Hosomi (Tokyo),,,
Onodera Yuki,1995,"Holds three solo exhibitions of her <i>DOWN</i> series in Tokyo, and one solo exhibition in Paris, 古着のポートレート ( <i>Portrait of Second-Hand Clothes</i> ) at L'Institut Français de la Mode (Paris)",,,
Onodera Yuki,1996,"Awarded the 21st Kodak Photo Critic Award, and is included in the exhibition celebrating the same awards at the Galerie Passage de Retz (Paris); holds three additional group exhibitions and one solo exhibition in Paris",,,
